"comp_name";"Industry";"Symbol";"yf_sym"
"Maharashtra_Seamless_Ltd";"Capital Goods";"MAHSEAMLES";"MAHSEAMLES.ns"
"Mahindra_&_Mahindra_Financial_Services_Ltd";"Financial Services";"M&MFIN";"M&MFIN.ns"
"Mahindra_&_Mahindra_Ltd";"Automobile and Auto Components";"M&M";"M&M.ns"
"Mahindra_Lifespace_Developers_Ltd";"Realty";"MAHLIFE";"MAHLIFE.ns"
"Manappuram_Finance_Ltd";"Financial Services";"MANAPPURAM";"MANAPPURAM.ns"
"Mangalore_Refinery_&_Petrochemicals_Ltd";"Oil Gas & Consumable Fuels";"MRPL";"MRPL.ns"
"Mankind_Pharma_Ltd";"Healthcare";"MANKIND";"MANKIND.ns"
"Marico_Ltd";"Fast Moving Consumer Goods";"MARICO";"MARICO.ns"
"Maruti_Suzuki_India_Ltd";"Automobile and Auto Components";"MARUTI";"MARUTI.ns"
"Mastek_Ltd";"Information Technology";"MASTEK";"MASTEK.ns"
"Max_Financial_Services_Ltd";"Financial Services";"MFSL";"MFSL.ns"
"Max_Healthcare_Institute_Ltd";"Healthcare";"MAXHEALTH";"MAXHEALTH.ns"
"Mazagoan_Dock_Shipbuilders_Ltd";"Capital Goods";"MAZDOCK";"MAZDOCK.ns"
"Metro_Brands_Ltd";"Consumer Durables";"METROBRAND";"METROBRAND.ns"
"Metropolis_Healthcare_Ltd";"Healthcare";"METROPOLIS";"METROPOLIS.ns"
"Minda_Corporation_Ltd";"Automobile and Auto Components";"MINDACORP";"MINDACORP.ns"
"Motherson_Sumi_Wiring_India_Ltd";"Automobile and Auto Components";"MSUMI";"MSUMI.ns"
"Motilal_Oswal_Financial_Services_Ltd";"Financial Services";"MOTILALOFS";"MOTILALOFS.ns"
"MphasiS_Ltd";"Information Technology";"MPHASIS";"MPHASIS.ns"
"Multi_Commodity_Exchange_of_India_Ltd";"Financial Services";"MCX";"MCX.ns"
"Muthoot_Finance_Ltd";"Financial Services";"MUTHOOTFIN";"MUTHOOTFIN.ns"
"NATCO_Pharma_Ltd";"Healthcare";"NATCOPHARM";"NATCOPHARM.ns"
"NBCC_(India)_Ltd";"Construction";"NBCC";"NBCC.ns"
"NCC_Ltd";"Construction";"NCC";"NCC.ns"
"NHPC_Ltd";"Power";"NHPC";"NHPC.ns"
"NLC_India_Ltd";"Power";"NLCINDIA";"NLCINDIA.ns"
"NMDC_Ltd";"Metals & Mining";"NMDC";"NMDC.ns"
"NMDC_Steel_Ltd";"Metals & Mining";"NSLNISP";"NSLNISP.ns"
"NTPC_Ltd";"Power";"NTPC";"NTPC.ns"
"Narayana_Hrudayalaya_Ltd";"Healthcare";"NH";"NH.ns"
"National_Aluminium_Co_Ltd";"Metals & Mining";"NATIONALUM";"NATIONALUM.ns"
"Navin_Fluorine_International_Ltd";"Chemicals";"NAVINFLUOR";"NAVINFLUOR.ns"
"Nestle_India_Ltd";"Fast Moving Consumer Goods";"NESTLEIND";"NESTLEIND.ns"
"Netweb_Technologies_India_Ltd";"Information Technology";"NETWEB";"NETWEB.ns"
"Network18_Media_&_Investments_Ltd";"Media Entertainment & Publication";"NETWORK18";"NETWORK18.ns"
"Newgen_Software_Technologies_Ltd";"Information Technology";"NEWGEN";"NEWGEN.ns"
"Nippon_Life_India_Asset_Management_Ltd";"Financial Services";"NAM-INDIA";"NAM-INDIA.ns"
"Nuvama_Wealth_Management_Ltd";"Financial Services";"NUVAMA";"NUVAMA.ns"
"Nuvoco_Vistas_Corporation_Ltd";"Construction Materials";"NUVOCO";"NUVOCO.ns"
"Oberoi_Realty_Ltd";"Realty";"OBEROIRLTY";"OBEROIRLTY.ns"
"Oil_&_Natural_Gas_Corporation_Ltd";"Oil Gas & Consumable Fuels";"ONGC";"ONGC.ns"
"Oil_India_Ltd";"Oil Gas & Consumable Fuels";"OIL";"OIL.ns"
"Olectra_Greentech_Ltd";"Automobile and Auto Components";"OLECTRA";"OLECTRA.ns"
"One_97_Communications_Ltd";"Financial Services";"PAYTM";"PAYTM.ns"
"Oracle_Financial_Services_Software_Ltd";"Information Technology";"OFSS";"OFSS.ns"
"PB_Fintech_Ltd";"Financial Services";"POLICYBZR";"POLICYBZR.ns"
"PCBL_Ltd";"Chemicals";"PCBL";"PCBL.ns"
"PI_Industries_Ltd";"Chemicals";"PIIND";"PIIND.ns"
"PNB_Housing_Finance_Ltd";"Financial Services";"PNBHOUSING";"PNBHOUSING.ns"
"PNC_Infratech_Ltd";"Construction";"PNCINFRA";"PNCINFRA.ns"
"PTC_Industries_Ltd";"Capital Goods";"PTCIL";"PTCIL.ns"
"PVR_INOX_Ltd";"Media Entertainment & Publication";"PVRINOX";"PVRINOX.ns"
"Page_Industries_Ltd";"Textiles";"PAGEIND";"PAGEIND.ns"
"Patanjali_Foods_Ltd";"Fast Moving Consumer Goods";"PATANJALI";"PATANJALI.ns"
"Persistent_Systems_Ltd";"Information Technology";"PERSISTENT";"PERSISTENT.ns"
"Petronet_LNG_Ltd";"Oil Gas & Consumable Fuels";"PETRONET";"PETRONET.ns"
"Pfizer_Ltd";"Healthcare";"PFIZER";"PFIZER.ns"
"Phoenix_Mills_Ltd";"Realty";"PHOENIXLTD";"PHOENIXLTD.ns"
"Pidilite_Industries_Ltd";"Chemicals";"PIDILITIND";"PIDILITIND.ns"
"Piramal_Enterprises_Ltd";"Financial Services";"PEL";"PEL.ns"
"Piramal_Pharma_Ltd";"Healthcare";"PPLPHARMA";"PPLPHARMA.ns"
"Poly_Medicure_Ltd";"Healthcare";"POLYMED";"POLYMED.ns"
"Polycab_India_Ltd";"Capital Goods";"POLYCAB";"POLYCAB.ns"
"Poonawalla_Fincorp_Ltd";"Financial Services";"POONAWALLA";"POONAWALLA.ns"
"Power_Finance_Corporation_Ltd";"Financial Services";"PFC";"PFC.ns"
"Power_Grid_Corporation_of_India_Ltd";"Power";"POWERGRID";"POWERGRID.ns"
"Praj_Industries_Ltd";"Capital Goods";"PRAJIND";"PRAJIND.ns"
"Prestige_Estates_Projects_Ltd";"Realty";"PRESTIGE";"PRESTIGE.ns"
"Procter_&_Gamble_Hygiene_&_Health_Care_Ltd";"Fast Moving Consumer Goods";"PGHH";"PGHH.ns"
"Punjab_National_Bank";"Financial Services";"PNB";"PNB.ns"
"Quess_Corp_Ltd";"Services";"QUESS";"QUESS.ns"
"R_R_Kabel_Ltd";"Capital Goods";"RRKABEL";"RRKABEL.ns"
"RBL_Bank_Ltd";"Financial Services";"RBLBANK";"RBLBANK.ns"
"REC_Ltd";"Financial Services";"RECLTD";"RECLTD.ns"
"RHI_MAGNESITA_INDIA_LTD";"Capital Goods";"RHIM";"RHIM.ns"
"RITES_Ltd";"Construction";"RITES";"RITES.ns"
"Radico_Khaitan_Ltd";"Fast Moving Consumer Goods";"RADICO";"RADICO.ns"
"Rail_Vikas_Nigam_Ltd";"Construction";"RVNL";"RVNL.ns"
"Railtel_Corporation_Of_India_Ltd";"Telecommunication";"RAILTEL";"RAILTEL.ns"
"Rainbow_Childrens_Medicare_Ltd";"Healthcare";"RAINBOW";"RAINBOW.ns"
"Rajesh_Exports_Ltd";"Consumer Durables";"RAJESHEXPO";"RAJESHEXPO.ns"
"Ramkrishna_Forgings_Ltd";"Automobile and Auto Components";"RKFORGE";"RKFORGE.ns"
"Rashtriya_Chemicals_&_Fertilizers_Ltd";"Chemicals";"RCF";"RCF.ns"
"Ratnamani_Metals_&_Tubes_Ltd";"Capital Goods";"RATNAMANI";"RATNAMANI.ns"
"RattanIndia_Enterprises_Ltd";"Consumer Services";"RTNINDIA";"RTNINDIA.ns"
"Raymond_Ltd";"Realty";"RAYMOND";"RAYMOND.ns"
"Redington_Ltd";"Services";"REDINGTON";"REDINGTON.ns"
"Reliance_Industries_Ltd";"Oil Gas & Consumable Fuels";"RELIANCE";"RELIANCE.ns"
"Route_Mobile_Ltd";"Telecommunication";"ROUTE";"ROUTE.ns"
"SBFC_Finance_Ltd";"Financial Services";"SBFC";"SBFC.ns"
"SBI_Cards_and_Payment_Services_Ltd";"Financial Services";"SBICARD";"SBICARD.ns"
"SBI_Life_Insurance_Company_Ltd";"Financial Services";"SBILIFE";"SBILIFE.ns"
"SJVN_Ltd";"Power";"SJVN";"SJVN.ns"
"SKF_India_Ltd";"Capital Goods";"SKFINDIA";"SKFINDIA.ns"
"SRF_Ltd";"Chemicals";"SRF";"SRF.ns"
"Sammaan_Capital_Ltd";"Financial Services";"SAMMAANCAP";"SAMMAANCAP.ns"
"Samvardhana_Motherson_International_Ltd";"Automobile and Auto Components";"MOTHERSON";"MOTHERSON.ns"
"Sanofi_India_Ltd";"Healthcare";"SANOFI";"SANOFI.ns"
"Sapphire_Foods_India_Ltd";"Consumer Services";"SAPPHIRE";"SAPPHIRE.ns"
"Saregama_India_Ltd";"Media Entertainment & Publication";"SAREGAMA";"SAREGAMA.ns"
"Schaeffler_India_Ltd";"Automobile and Auto Components";"SCHAEFFLER";"SCHAEFFLER.ns"
"Schneider_Electric_Infrastructure_Ltd";"Capital Goods";"SCHNEIDER";"SCHNEIDER.ns"
"Shipping_Corporation_of_India_Ltd";"Services";"SCI";"SCI.ns"
"Shree_Cement_Ltd";"Construction Materials";"SHREECEM";"SHREECEM.ns"
"Shree_Renuka_Sugars_Ltd";"Fast Moving Consumer Goods";"RENUKA";"RENUKA.ns"
"Shriram_Finance_Ltd";"Financial Services";"SHRIRAMFIN";"SHRIRAMFIN.ns"
"Shyam_Metalics_and_Energy_Ltd";"Capital Goods";"SHYAMMETL";"SHYAMMETL.ns"
"Siemens_Ltd";"Capital Goods";"SIEMENS";"SIEMENS.ns"
"Signatureglobal_(India)_Ltd";"Realty";"SIGNATURE";"SIGNATURE.ns"
"Sobha_Ltd";"Realty";"SOBHA";"SOBHA.ns"
"Solar_Industries_India_Ltd";"Chemicals";"SOLARINDS";"SOLARINDS.ns"
"Sona_BLW_Precision_Forgings_Ltd";"Automobile and Auto Components";"SONACOMS";"SONACOMS.ns"
"Sonata_Software_Ltd";"Information Technology";"SONATSOFTW";"SONATSOFTW.ns"
"Star_Health_and_Allied_Insurance_Company_Ltd";"Financial Services";"STARHEALTH";"STARHEALTH.ns"
"State_Bank_of_India";"Financial Services";"SBIN";"SBIN.ns"
"Steel_Authority_of_India_Ltd";"Metals & Mining";"SAIL";"SAIL.ns"
"Sterling_and_Wilson_Renewable_Energy_Ltd";"Construction";"SWSOLAR";"SWSOLAR.ns"
"Sumitomo_Chemical_India_Ltd";"Chemicals";"SUMICHEM";"SUMICHEM.ns"
"Sun_Pharma_Advanced_Research_Company_Ltd";"Healthcare";"SPARC";"SPARC.ns"
"Sun_Pharmaceutical_Industries_Ltd";"Healthcare";"SUNPHARMA";"SUNPHARMA.ns"
"Sun_TV_Network_Ltd";"Media Entertainment & Publication";"SUNTV";"SUNTV.ns"
"Sundaram_Finance_Ltd";"Financial Services";"SUNDARMFIN";"SUNDARMFIN.ns"
"Sundram_Fasteners_Ltd";"Automobile and Auto Components";"SUNDRMFAST";"SUNDRMFAST.ns"
"Supreme_Industries_Ltd";"Capital Goods";"SUPREMEIND";"SUPREMEIND.ns"
"Suven_Pharmaceuticals_Ltd";"Healthcare";"SUVENPHAR";"SUVENPHAR.ns"
"Suzlon_Energy_Ltd";"Capital Goods";"SUZLON";"SUZLON.ns"
"Swan_Energy_Ltd";"Diversified";"SWANENERGY";"SWANENERGY.ns"
"Syngene_International_Ltd";"Healthcare";"SYNGENE";"SYNGENE.ns"
"Syrma_SGS_Technology_Ltd";"Capital Goods";"SYRMA";"SYRMA.ns"
"TBO_Tek_Ltd";"Consumer Services";"TBOTEK";"TBOTEK.ns"
"TVS_Motor_Company_Ltd";"Automobile and Auto Components";"TVSMOTOR";"TVSMOTOR.ns"
"TVS_Supply_Chain_Solutions_Ltd";"Services";"TVSSCS";"TVSSCS.ns"
"Tanla_Platforms_Ltd";"Information Technology";"TANLA";"TANLA.ns"
"Tata_Chemicals_Ltd";"Chemicals";"TATACHEM";"TATACHEM.ns"
"Tata_Communications_Ltd";"Telecommunication";"TATACOMM";"TATACOMM.ns"
"Tata_Consultancy_Services_Ltd";"Information Technology";"TCS";"TCS.ns"
"Tata_Consumer_Products_Ltd";"Fast Moving Consumer Goods";"TATACONSUM";"TATACONSUM.ns"
"Tata_Elxsi_Ltd";"Information Technology";"TATAELXSI";"TATAELXSI.ns"
"Tata_Investment_Corporation_Ltd";"Financial Services";"TATAINVEST";"TATAINVEST.ns"
"Tata_Motors_Ltd";"Automobile and Auto Components";"TATAMOTORS";"TATAMOTORS.ns"
"Tata_Power_Co_Ltd";"Power";"TATAPOWER";"TATAPOWER.ns"
"Tata_Steel_Ltd";"Metals & Mining";"TATASTEEL";"TATASTEEL.ns"
"Tata_Technologies_Ltd";"Information Technology";"TATATECH";"TATATECH.ns"
"Tata_Teleservices_(Maharashtra)_Ltd";"Telecommunication";"TTML";"TTML.ns"
"Tech_Mahindra_Ltd";"Information Technology";"TECHM";"TECHM.ns"
"Techno_Electric_&_Engineering_Company_Ltd";"Construction";"TECHNOE";"TECHNOE.ns"
"Tejas_Networks_Ltd";"Telecommunication";"TEJASNET";"TEJASNET.ns"
"The_New_India_Assurance_Company_Ltd";"Financial Services";"NIACL";"NIACL.ns"
"The_Ramco_Cements_Ltd";"Construction Materials";"RAMCOCEM";"RAMCOCEM.ns"
"Thermax_Ltd";"Capital Goods";"THERMAX";"THERMAX.ns"
"Timken_India_Ltd";"Capital Goods";"TIMKEN";"TIMKEN.ns"
"Titagarh_Rail_Systems_Ltd";"Capital Goods";"TITAGARH";"TITAGARH.ns"
"Titan_Company_Ltd";"Consumer Durables";"TITAN";"TITAN.ns"
"Torrent_Pharmaceuticals_Ltd";"Healthcare";"TORNTPHARM";"TORNTPHARM.ns"
"Torrent_Power_Ltd";"Power";"TORNTPOWER";"TORNTPOWER.ns"
"Trent_Ltd";"Consumer Services";"TRENT";"TRENT.ns"
"Trident_Ltd";"Textiles";"TRIDENT";"TRIDENT.ns"
"Triveni_Engineering_&_Industries_Ltd";"Fast Moving Consumer Goods";"TRIVENI";"TRIVENI.ns"
"Triveni_Turbine_Ltd";"Capital Goods";"TRITURBINE";"TRITURBINE.ns"
"Tube_Investments_of_India_Ltd";"Automobile and Auto Components";"TIINDIA";"TIINDIA.ns"
"UCO_Bank";"Financial Services";"UCOBANK";"UCOBANK.ns"
"UNO_Minda_Ltd";"Automobile and Auto Components";"UNOMINDA";"UNOMINDA.ns"
"UPL_Ltd";"Chemicals";"UPL";"UPL.ns"
"UTI_Asset_Management_Company_Ltd";"Financial Services";"UTIAMC";"UTIAMC.ns"
"Ujjivan_Small_Finance_Bank_Ltd";"Financial Services";"UJJIVANSFB";"UJJIVANSFB.ns"
"UltraTech_Cement_Ltd";"Construction Materials";"ULTRACEMCO";"ULTRACEMCO.ns"
"Union_Bank_of_India";"Financial Services";"UNIONBANK";"UNIONBANK.ns"
"United_Breweries_Ltd";"Fast Moving Consumer Goods";"UBL";"UBL.ns"
"United_Spirits_Ltd";"Fast Moving Consumer Goods";"UNITDSPR";"UNITDSPR.ns"
"Usha_Martin_Ltd";"Capital Goods";"USHAMART";"USHAMART.ns"
"V-Guard_Industries_Ltd";"Consumer Durables";"VGUARD";"VGUARD.ns"
"VIP_Industries_Ltd";"Consumer Durables";"VIPIND";"VIPIND.ns"
"Valor_Estate_Ltd";"Realty";"DBREALTY";"DBREALTY.ns"
"Vardhman_Textiles_Ltd";"Textiles";"VTL";"VTL.ns"
"Varroc_Engineering_Ltd";"Automobile and Auto Components";"VARROC";"VARROC.ns"
"Varun_Beverages_Ltd";"Fast Moving Consumer Goods";"VBL";"VBL.ns"
"Vedant_Fashions_Ltd";"Consumer Services";"MANYAVAR";"MANYAVAR.ns"
"Vedanta_Ltd";"Metals & Mining";"VEDL";"VEDL.ns"
"Vijaya_Diagnostic_Centre_Ltd";"Healthcare";"VIJAYA";"VIJAYA.ns"
"Vinati_Organics_Ltd";"Chemicals";"VINATIORGA";"VINATIORGA.ns"
"Vodafone_Idea_Ltd";"Telecommunication";"IDEA";"IDEA.ns"
"Voltas_Ltd";"Consumer Durables";"VOLTAS";"VOLTAS.ns"
"Welspun_Corp_Ltd";"Capital Goods";"WELCORP";"WELCORP.ns"
"Welspun_Living_Ltd";"Textiles";"WELSPUNLIV";"WELSPUNLIV.ns"
"Westlife_Foodworld_Ltd";"Consumer Services";"WESTLIFE";"WESTLIFE.ns"
"Whirlpool_of_India_Ltd";"Consumer Durables";"WHIRLPOOL";"WHIRLPOOL.ns"
"Wipro_Ltd";"Information Technology";"WIPRO";"WIPRO.ns"
"Yes_Bank_Ltd";"Financial Services";"YESBANK";"YESBANK.ns"
"ZF_Commercial_Vehicle_Control_Systems_India_Ltd";"Automobile and Auto Components";"ZFCVINDIA";"ZFCVINDIA.ns"
"Zee_Entertainment_Enterprises_Ltd";"Media Entertainment & Publication";"ZEEL";"ZEEL.ns"
"Zensar_Technolgies_Ltd";"Information Technology";"ZENSARTECH";"ZENSARTECH.ns"
"Zomato_Ltd";"Consumer Services";"ZOMATO";"ZOMATO.ns"
"Zydus_Lifesciences_Ltd";"Healthcare";"ZYDUSLIFE";"ZYDUSLIFE.ns"
"eClerx_Services_Ltd";"Services";"ECLERX";"ECLERX.ns"
